senator_name,senator_username,label,tweet
Loeffler,KLoeffler,right,"Our prayers are with Roy Roberts’ family. BBQ at the Roberts family farm is a hallmark of campaign season, not least because of his hospitality and love of America."
Loeffler,KLoeffler,right,"Over 7,000 illegal immigrant crossings each day could be the new norm under this administration. Pray for our country. "
Loeffler,KLoeffler,right,"Instead of using the Defense Production Act to speed US energy production, this president wants to produce more EV batteries.  How does that help Georgia families battling high gas and food prices? "
Loeffler,KLoeffler,right,"""The Happiest Place On Earth"" is being corrupted by the radical left.  "
Loeffler,KLoeffler,right,Fire Fauci. 
Loeffler,KLoeffler,right, 
Loeffler,KLoeffler,right,"Never forget that Joe Biden looked into the camera and lied to the American people in the presidential debate about Hunter Biden’s laptop and his family’s corruption. Once again, President Trump was RIGHT. "
Loeffler,KLoeffler,right,"While driving the highest inflation in 40 years and topping $30 trillion in debt, Biden's big government budget is a further insult to all Americans.  How high does he want prices for rent, gas and groceries to go?"
Loeffler,KLoeffler,right,"Over it: Americans are done with the anti-science rules that the left created to wreck our schools, economy and way of life.  "
Loeffler,KLoeffler,right,"The great cue-card presidency. Even then, Biden refuses to clarify the policy point.  It’s dangerous. And of course our allies and adversaries alike don’t take him seriously. "
Loeffler,KLoeffler,right,"On National Vietnam War Veterans Day, we honor these brave warriors for their selfless service and patriotism. We are forever in your debt. 🇺🇸 "
Loeffler,KLoeffler,right,The American people are too smart to fall for the Biden Administration's gaslighting- and we are ready to deliver the consequences for Democrats this November.  
Loeffler,KLoeffler,right,Hollywood liberals believe public schools should be in charge of having sensitive conversations with young children instead of their parents. This is the socialist nanny state at work indoctrinating kids - using your tax dollars. 
Loeffler,KLoeffler,right,Biden calls for regime change in Russia and then his staffers immediately walk it back. This administration’s actions embolden our enemies and put us at greater risk. 
Loeffler,KLoeffler,right,"For more than 30 years, the left has tried to tear Justice Clarence Thomas down and destroy him – but he’s still standing. Our country is blessed to have Justice Thomas defending our Constitution on the Supreme Court. "
Loeffler,KLoeffler,right,Democrats have total control in Washington. And yet - conservatives are the only ones delivering results for Georgia families!
Loeffler,KLoeffler,right,Free the Bee! 
Loeffler,KLoeffler,right,Happy Sunday! 
Loeffler,KLoeffler,right,"Always great to have you in Georgia, Mr. President! "
Loeffler,KLoeffler,right,The power of sports.  
Loeffler,KLoeffler,right,"Liberal ‘voting rights’ organizations are literally being paid to produce lesson plans for Atlanta Public Schools. And the curriculum is as radical as you’d expect. Worse, it’s being used as a recruitment tool for Stacey Abrams’ New Georgia Project. "
Loeffler,KLoeffler,right,"On Live Long and Prosper Day, may we never forget… "
Loeffler,KLoeffler,right,Nothing but admiration and appreciation for these Georgia heroes.  
Loeffler,KLoeffler,right,nan
Loeffler,KLoeffler,right,"“The remarkable thing here is that a school system has allowed a political group, a clear political group, to come into a school system and indoctrinate the kids.”   is EXACTLY right. This can never be allowed to happen again. "
Loeffler,KLoeffler,right,"What’s astounding is that our inner city schools are glad to waste time and resources on a liberal political agenda - while reading and math scores stay in the gutter. When the far-Left wins, our kids lose. "
Loeffler,KLoeffler,right,ICYMI: I joined  yesterday to discuss Joe Biden’s reckless war on domestic fossil fuel production that's crushing American families. We need to get back to fossil fuel independence ASAP. 
Loeffler,KLoeffler,right,Parents: stay informed. Take action.
Loeffler,KLoeffler,right,The far-left is quietly infiltrating classrooms to promote their radical agenda and indoctrinate students.  This isn’t just in New York or California. It’s happening right here in Georgia…my open records request to Atlanta Public Schools proves it. 
Loeffler,KLoeffler,right,"On National Medal of Honor Day, we pay tribute to the heroic warriors of the U.S. Armed Forces who were awarded the nation’s highest honor of valor for their bravery and service to our great country.🇺🇸🇺🇸🇺🇸 "
Loeffler,KLoeffler,right,Americans do NOT want Biden and the radical left's Green New Deal policies - and that’s exactly why the  is in for a big win this November.  Vote them out! 
Loeffler,KLoeffler,right,View my full statement here:  
Loeffler,KLoeffler,right,NEW from : the far-Left is working inside Atlanta Public Schools to indoctrinate students - using Georgia’s classrooms to turn students into partisan political activists. Thanks to  for working with us to shine a light on this. 
Loeffler,KLoeffler,right,"Instead of restoring hard-won American energy independence, Joe Biden unleashed the full power of the regulatory state against our domestic fossil fuel industry — massively damaging our economic and national security. "
Loeffler,KLoeffler,right,"Ivy league degrees and years of judicial experience don’t mean much if you can’t tell the American people what a “woman” is.The left’s obsession with gender, CRT and open borders is making its way to the bench. "
Loeffler,KLoeffler,right,We desperately need a President who puts America First again. 
Loeffler,KLoeffler,right,It was great to join  on  to discuss the Biden inflicted energy crisis facing our country.The most important thing Joe Biden could do now is to make America energy independent again.End the Green New Deal dogmatism &amp; restore fossil fuel dominance. 
Loeffler,KLoeffler,right,"Class act, best player in Falcons history. Atlanta will miss ’s leadership on and off the field - especially his selfless service to our community!  "
Loeffler,KLoeffler,right,“Hillary’s America” by  is fantastic! Feel better soon. 
Loeffler,KLoeffler,right,Many of the same patriotic Americans who rationed to support our war effort during WW2 are now forced to ration their retirement because of Biden's inflation &amp; supply chain crisis.Reckless spending of taxpayer dollars is fueling the cruelest tax.
Loeffler,KLoeffler,right,It has nothing to do with race. Americans have the right to ask tough questions about a Supreme Court nominee with ties to CRT and soft-on-crime policies - and we deserve answers. 
Loeffler,KLoeffler,right,Still true ⬇️“The nine most terrifying words in the English language are: ‘I’m from the government and I’m here to help.'” - President Ronald Reagan 
Loeffler,KLoeffler,right,"Growing up on our family farm, I am grateful for the hard work and sacrifice of those who work in agriculture. Today, we recognize everyone who keeps our state’s number-one industry growing strong! "
Loeffler,KLoeffler,right,"If you don’t support a FAIR arena for women’s sports, you don’t support women.  It’s that simple.  "
Loeffler,KLoeffler,right,"Confirmed: elected and unelected leaders played politics with the pandemic.  It cost lives, freedom, and lost time in school and with family. Those decisions must be further investigated and those responsible must be held accountable.  "
Loeffler,KLoeffler,right,"Disney employees deserve a professional work environment, not a woke political one. Disney made a catastrophic error on the parental rights bill -- their workers and customers deserve better. "
Loeffler,KLoeffler,right,We shouldn’t be surprised. Joe Biden set the Left’s tone years ago with his threats to filibuster Justice Thomas and Judge Janice Rogers Brown.
Loeffler,KLoeffler,right,The difference between the left and the right is clear. Republicans are treating Judge Jackson with respect; Democrats fabricated lies and smeared Justice Kavanaugh to try and destroy his name.
Loeffler,KLoeffler,right,".  is a non-profit, conservative voter mobilization organization that is registering voters, engaging diverse communities, and protecting election integrity. Learn more about the important work  is doing every day &gt;&gt; "
Loeffler,KLoeffler,right,"My calling to serve is rooted in my faith, my experiences and my unwavering commitment to defending the American Dream.That’s why I stayed in the fight after serving in the US Senate and launched ."
Loeffler,KLoeffler,right,"“Let them eat lentils, take the bus and defund your pets” is the exact out-of-touch solution you’d expect from the liberal media amid crushing price hikes for gas and groceries. I’m sure they are all doing the same…?  "
Loeffler,KLoeffler,right,"The CDC has removed 30,000 deaths from the official record, dramatically reducing mortality rates.  This ""science"" was the basis they used to justify closing schools, masking children, and setting back an entire generation.  Never again.  "
Loeffler,KLoeffler,right,"Last year, I was honored to meet Gracie - who inspired a new law in Georgia to outlaw disability-based discrimination in medicine.EVERY life is a precious gift - a truth we should honor every day, especially on National Down Syndrome Day! "
Loeffler,KLoeffler,right,"Big Tech censors conservative thought - including humor - that threatens their woke orthodoxy.  A double standard, including a free pass for the left, is the status quo.  "
Loeffler,KLoeffler,right,nan
Loeffler,KLoeffler,right,"Why are  and  standing up for violent protestors?  They want to protect the criminals who loot stores, attack police officers and destroy our communities. Those who turn protests into a crime scene deserve jail time - not a free pass. "
Loeffler,KLoeffler,right,Please join me in praying for Justice Thomas’ quick recovery.🙏
Loeffler,KLoeffler,right,"The vast majority of Americans want domestic energy production to be a top priority.  , stop placating the radical left and authoritarian regimes, and restore American fossil fuel independence!  "
Loeffler,KLoeffler,right,Have a blessed Sunday! 
Loeffler,KLoeffler,right,"My organization  is leading a grassroots effort to protect election integrity, engage diverse communities, and grow the conservative movement.But we need you! Join us and get involved today &gt; "
Loeffler,KLoeffler,right,Fact checking has descended into parody. 
Loeffler,KLoeffler,right,This young woman is an Olympic swimmer. Still - she needs all the support she can get ahead of her 100-m freestyle race against Lia Thomas this weekend.  We’re cheering for you!  
Loeffler,KLoeffler,right,"President Trump’s Title 42 was successful at curbing the flood of illegal migration at our southern border. Biden tried his best to cancel it, but the courts forced him to keep it in place. Secure the border and restore American sovereignty.  "
Loeffler,KLoeffler,right,"“We need to be moving away from an economy that’s based on fossil fuels, that’s the way of the past.” What? Georgians: if you’re wondering why our gas prices are so high, and why America can’t meet its own energy needs, here’s a hint: "
Loeffler,KLoeffler,right,"Straight from the horse’s mouth. Democrats played up COVID-19 to grow government and tighten their grip on our freedoms. Next time they try to reinstate mask mandates and vaccine passports, remember: they care about power, not people. "
Loeffler,KLoeffler,right,"Everyone should be treated with respect. But we should not EVER accept biological men competing in women's sports as ""fair.""  Why are we normalizing this…and what’s next? "
Loeffler,KLoeffler,right,Learn more about my passion for work and service on my new website:
Loeffler,KLoeffler,right,"If you’re not serving, you’re not leading. That’s why I stayed in the fight and launched . "
Loeffler,KLoeffler,right,We've known Hunter Biden's laptop was authentic since before the 2020 election. Big Tech openly suppressed the story and censored anyone who tried to share it because they were working to help Joe Biden win at all costs.  The  has to hold Big Tech accountable. 
Loeffler,KLoeffler,right,"How’s the human rights situation in Iran, Venezuela, and Saudi Arabia – where we’re going to be forced to import fossil fuels from for the foreseeable future because of AOC’s and the radical left’s destruction of American energy independence. "
Loeffler,KLoeffler,right,"This is why the Left’s “modern monetary theory” will never work. You cannot print money to fuel a socialist agenda and pet project spending, because what we’re left with is the highest inflation in 40 years and a needlessly weakening economy."
Loeffler,KLoeffler,right,"Bidenomics holds devastating consequences for the American economy -- economists are starting to include a recession in their forecasts. US debt is skyrocketing, growth forecasts are shrinking, and inflation is crushing working families and retirees. "
Perdue,sendavidperdue,right,"From deepening the Port of Savannah, to rebuilding the military, to delivering COVID relief, I’ve been focused on getting results for ALL Georgians. "
Perdue,sendavidperdue,right,Bonnie and I wish each of you a Merry Christmas! We hope you are filled with joy and peace today and throughout the New Year. 
Perdue,sendavidperdue,right,"In this crisis, my  priority has always been to protect the people of GA and help drive recovery efforts. Today we delivered:→ More PPP for small biz→ 2nd round of relief checks→ Funding for hospitals &amp; schools→ Efficient vaccine distribution→ Support for farmers"
Perdue,sendavidperdue,right,"Today, we will deliver nearly $1 trillion in additional aid on top of the $3 trillion already disbursed. Chuck Schumer &amp; Nancy Pelosi made this harder than it needed to be, purposely holding up relief that could have been delivered months ago. Statement w/ : "
Perdue,sendavidperdue,right,GREAT NEWS: Two  vaccines are now authorized for use! 
Perdue,sendavidperdue,right,Exciting news for ! Path-Tec is expanding its operations and creating 350 new jobs in the area. 
Perdue,sendavidperdue,right,Great opportunity for high school students interested in  to work with  researchers. 
Perdue,sendavidperdue,right,The first shipments of  vaccine have arrived in Georgia! 
Perdue,sendavidperdue,right,"As vaccine distribution begins, I encourage all Georgians to continue following the guidance of public health officials.While we are one step closer to getting back to normal, our work is not done and we must all remain vigilant."
Perdue,sendavidperdue,right,"Through Operation Warp Speed, the U.S. has successfully developed a lifesaving  vaccine in less than a year.This is nothing short of extraordinary and a testament to the power of American ingenuity. "
Perdue,sendavidperdue,right,A strong America requires a strong military. This defense bill:→ Fully funds our military→ Gives troops significant pay raise→ Supports military families→ Strengthens cybersecurity→ Holds China accountable 
Perdue,sendavidperdue,right,Statement from  &amp; me on passage of the : 
Perdue,sendavidperdue,right,Sending warm wishes for a happy  to the Jewish community in Georgia and around the world. 
Perdue,sendavidperdue,right,"Thanks to ’s Rural Digital Opportunity Fund, over 373,000 rural Georgians will gain access to high-speed broadband. A critical step toward closing the digital divide. "
Perdue,sendavidperdue,right,"We will always remember the brave patriots who fought at Pearl Harbor on December 7, 1941. No one understands the price of freedom better than those who have served and sacrificed.  "
Perdue,sendavidperdue,right,It’s time to get more relief to the people of Georgia right now and Senate Democrats are the only ones standing in the way of making that a reality. Full statement with : 
Perdue,sendavidperdue,right,"While it's encouraging to see some of our Democrat colleagues come back to the negotiating table after their previously outlandish demands that had nothing to do with COVID, let’s not forget that every single Senate Democrat blocked this kind of additional relief just weeks ago."
Perdue,sendavidperdue,right,"We should immediately reallocate the remaining  funding, provide another round of PPP to our struggling small businesses, and extend critical relief through the end of the year so every family can make ends meet."
Perdue,sendavidperdue,right,"When  hit,  &amp; I both supported bipartisan relief and we are fighting to get more targeted relief to the people of Georgia right now."
Perdue,sendavidperdue,right,Operation Warp Speed allowed us to develop lifesaving treatments and vaccines in a fraction of the time it would normally take. Thank you for your leadership  &amp; ! 
Perdue,sendavidperdue,right,"Welcome back to Georgia, ! Looking forward to a great conversation about Operation Warp Speed at . "
Perdue,sendavidperdue,right,The Paycheck Protection Program has been extraordinarily successful and saved over 1.5 million Georgia jobs. I sponsored the bipartisan  to expand PPP and provide additional support to the hardest-hit businesses.
Perdue,sendavidperdue,right,"Congratulations to , , and  on receiving research grants from . This effort will help our military develop new capabilities and continue building the  workforce. "
Perdue,sendavidperdue,right,". continue to be an economic engine for , with the Port of Savannah achieving its busiest month on record. "
Perdue,sendavidperdue,right,Small businesses are the backbone of our economy.  this holiday season and support your local businesses!  
Perdue,sendavidperdue,right,"This , Bonnie and I are especially grateful for our brave military men and women, first responders, law enforcement and health care workers. Please join us in praying for them as they serve our state and country. "
Perdue,sendavidperdue,right,"Bonnie and I are blessed to serve our great state. From our family to yours, Happy Thanksgiving. "
Perdue,sendavidperdue,right,"On Monday, 11/30,   will host a virtual Q&amp;A for  and their families. RSVP on Facebook: "
Perdue,sendavidperdue,right,Excited to announce that a new fleet of C-130Js will be stationed at  in . These new aircraft will equip our  with state-of-the-art technology as they support America’s global security interests. 
Perdue,sendavidperdue,right,"When  hit, we got to work and brought $47 billion to Georgia to help hospitals, small businesses, communities. Together, we will defeat this virus. "
Perdue,sendavidperdue,right,"Silicon Ranch is investing $55 million in a new solar project in Houston County. This exciting investment will support economic development in , while powering homes with low-cost, sustainable energy. "
Perdue,sendavidperdue,right,"Extremely encouraging news in the fight against . With critical funding from the , the U.S. is working to get a safe and effective vaccine to Americans as quickly as possible. "
Perdue,sendavidperdue,right,Congratulations to Brig. Gen. Konata Crumbly on his promotion to Director of the Joint Staff for . 
Perdue,sendavidperdue,right,Georgia veterans: VA’s Atlanta Regional Office will host a Virtual Veterans Claims Clinic tomorrow from 4:00 – 6:00 p.m. Call 404-929-3100 to schedule an appointment. 
Perdue,sendavidperdue,right," works hard every day to help our  navigate the federal bureaucracy. Recently, we helped Petty Officer Craig Petraszewsky obtain  medals he earned during the Vietnam War. "
Perdue,sendavidperdue,right,America remains a nation worthy of envy because of our veterans and their families. 
Perdue,sendavidperdue,right,"The U.S. is continuing to work at record speed to develop effective vaccines and treatments for . This week,  announced Georgia will receive nearly 2,000 vials of a new antibody treatment for patients in our state. "
Perdue,sendavidperdue,right,Georgia’s veterans are truly American heroes. Happy  to all those who have served our great country. 🇺🇸 
Perdue,sendavidperdue,right,"Georgia’s business-friendly climate continues to attract new jobs and investments, even during . "
Perdue,sendavidperdue,right,The polls are OPEN in Georgia! Find your polling place here:   
Perdue,sendavidperdue,right,"This time last week, we confirmed Amy Coney Barrett to the United States Supreme Court!  "
Perdue,sendavidperdue,right,Bonnie and I got involved in politics to help change the direction of the country and get real results for Georgia. That's exactly what we've done. 
Perdue,sendavidperdue,right,178  nursing homes received nearly $7 million in  performance payments for demonstrating significant reductions in  related infections and deaths. 
Perdue,sendavidperdue,right,"We brought $47 BILLION to  to help hospitals, small businesses, and individuals respond to . Together, we will defeat this virus and emerge stronger. "
Perdue,sendavidperdue,right,"Under President Trump, we’ve confirmed 220 federal judges who will apply the law, not make the law."
Perdue,sendavidperdue,right,"Before , we created the greatest economic turnaround in U.S. history. → 7.5 million new jobs→ Highest middle-class income→ Lowest African American, Asian, Hispanic unemployment→ 6.6 million lifted out of poverty"
Perdue,sendavidperdue,right,"From deepening the Port of Savannah, to rebuilding our military, to disaster relief for farmers, I’ve been focused on getting results for ALL Georgians. "
Perdue,sendavidperdue,right,Great news for Northwest Georgia! 
Perdue,sendavidperdue,right, 
Perdue,sendavidperdue,right,Judge Barrett → Justice Barrett 
Perdue,sendavidperdue,right,I congratulate Judge Barrett on her confirmation and thank her and her family for their willingness to serve the American people. 
Perdue,sendavidperdue,right,"Judge Amy Coney Barrett is accomplished, experienced, and fair-minded. She will be an exceptional Justice on the U.S. Supreme Court.  "
Perdue,sendavidperdue,right,I’m beyond proud that  was chosen to host the new Center of Excellence for Minority Women in  and that together we helped make this a reality right here in . 
Perdue,sendavidperdue,right,"Today  became the third Arab country to normalize ties with  in just the last two months.  deserves enormous credit and has showcased the success that occurs when the U.S. truly prioritizes our close ally, Israel."
Perdue,sendavidperdue,right,Great to see  schools using innovative methods to keep kids safe in the classroom! 
Perdue,sendavidperdue,right,"Judge Amy Coney Barrett will apply the law, not make the law. She is exactly the kind of jurist we need on the U.S. Supreme Court.  "
Perdue,sendavidperdue,right,It’s absolutely shameful that Chuck Schumer and Nancy Pelosi continue to hold up real relief that could help the American people today.
Perdue,sendavidperdue,right,"Outdoor Network’s decision to expand operations in Albany is exciting news. Thanks to investments like these,  remains the best state for business for seven years in a row. "
Perdue,sendavidperdue,right,Additional small business relief was just BLOCKED by Senate Democrats. Chuck Schumer and his allies continue to block every effort to provide relief to the American people.
Perdue,sendavidperdue,right,Congratulations to  Commissioner John King! We’re grateful for his continued service to Georgia and our nation. 
Perdue,sendavidperdue,right,"No matter what, I will always fight for our farmers and rural communities. Read my latest op-ed on how we’re working to support our farmers, expand broadband access, and improve rural healthcare: "
Perdue,sendavidperdue,right,The Paycheck Protection Program helped Chris &amp; Randy in Valdosta rehire their employees and keep three restaurants in business.   
Perdue,sendavidperdue,right,"Judge Barrett is highly qualified to serve on the U.S. Supreme Court, and she has my strongest support.  "
Perdue,sendavidperdue,right," has made great progress in our fight against , but we can’t take our foot off the gas. Wash your hands, watch your distance, and wear your mask to protect yourself and others! "
Perdue,sendavidperdue,right,"Today’s announcement is welcomed news for  families. This innovative approach will restore choice, improve competition, and lower costs for all Georgians. "
Perdue,sendavidperdue,right,"Judge Barrett has shown the American people why she was nominated to serve on our nation’s highest court. Put simply, she’s the real deal.  "
Perdue,sendavidperdue,right," received $47 billion through the  to help small businesses, hospitals, and impacted individuals. Now, we’re focused on additional targeted relief to help get people back to work, get kids back to school, and beat this virus. "
Perdue,sendavidperdue,right,Democrats don’t want to acknowledge Judge Barrett’s strong legal record so they’ve resorted to ridiculous personal attacks. It’s disappointing but not surprising. 
Perdue,sendavidperdue,right,"Judge Amy Coney Barrett will apply the law, not make the law.  "
Perdue,sendavidperdue,right,"For 245 years, our sailors have been a force for peace and stability around the world. Happy birthday to the !  "
Perdue,sendavidperdue,right," was honored to help recognize Command Sergeant Major Celestine at Fort Benning ahead of his Change of Responsibility Ceremony. Thank you for your service, sir! "
Perdue,sendavidperdue,right,"As we move forward with the confirmation process, I urge my Democrat colleagues to treat Judge Barrett with the respect she deserves. Let’s not forget: she was previously confirmed with bipartisan support.  "
Perdue,sendavidperdue,right,Severe weather is moving through . Please be alert and take shelter if directed to do so! 
Perdue,sendavidperdue,right,"If you haven’t already, please complete the  by the October 31 deadline! Respond online at  "
Perdue,sendavidperdue,right,"Judge Barrett’s opinions have been fair, impartial, and guided by the law as written. She will be an exceptional Justice on the U.S. Supreme Court.  "
Perdue,sendavidperdue,right,Protecting our most vulnerable continues to be a top priority as we fight . These  funds will support additional testing and personnel needs in Georgia’s nursing homes and long-term care facilities. 
Perdue,sendavidperdue,right,"Judge Barrett’s impeccable record, strong character, and work ethic make her exceptionally qualified to serve on the U.S. Supreme Court.  "
Perdue,sendavidperdue,right,"If Democrats were serious about providing the American people needed relief in the coming weeks, they would immediately ask for that package to be reconsidered and voted on in both chambers."
Perdue,sendavidperdue,right,"Senate Republicans put on the floor a  relief package that focused on getting people back to work, getting kids back to school, and beating this virus. Democrats rejected it."
Perdue,sendavidperdue,right,"Judge Amy Coney Barrett is exactly the kind of jurist we need on the U.S. Supreme Court. She’s a constitutionalist, not an activist. "
Perdue,sendavidperdue,right,Dave Lamb of  says the Paycheck Protection Program “mitigated business uncertainties” and allowed his business to focus on serving their clients.   
Perdue,sendavidperdue,right,"Bonnie &amp; I both tested negative for  today. We got tested proactively and continue to urge all Georgians to stay vigilant as we fight this virus. Remember to follow the 3W’s: wash your hands, watch your distance, and wear your mask!"
Perdue,sendavidperdue,right,Bonnie &amp; I wish President Trump and the First Lady a speedy recovery. Our prayers are with them as they fight this virus. 
Perdue,sendavidperdue,right,Congratulations to  on being recognized as 'Angels in Adoption'! Thank you for your commitment to improving the lives of Georgia’s children.   
Perdue,sendavidperdue,right,Judge Amy Coney Barrett is an outstanding choice to serve on our nation’s highest court. She has my strongest support. 
Perdue,sendavidperdue,right,Honored to meet today with Judge Amy Coney Barrett. She will be an exceptional Justice on the U.S. Supreme Court. 
Perdue,sendavidperdue,right,The bipartisan  has been instrumental in helping our country get through the  crisis. Read my latest op-ed in : 
Perdue,sendavidperdue,right,Deborah Conway of  says the Paycheck Protection Program was “crucial” and allowed her organization to continue serving the community.   
Perdue,sendavidperdue,right,"After 20 years of delays, the Savannah Harbor Expansion Project is now on track to be completed.  provides a huge return on investment and will help keep  growing. "
Perdue,sendavidperdue,right,I urge all Georgians to complete the  if you haven't already.Help  plan for the future by responding online at  
Perdue,sendavidperdue,right,Judge Amy Coney Barrett is an outstanding choice to serve on our nation’s highest court. My full statement: 
Perdue,sendavidperdue,right,"President Trump has firmly rejected China’s unlawful claims, imposed tough sanctions, and sent a strong message that the U.S. and our partners will no longer be taken advantage of. The PRC’s predatory worldview has no place in a free and open Indo-Pacific."
Perdue,sendavidperdue,right,"The costs of the prior administration’s timid inaction have been drastic. Aboard a Navy P-8, I’ve seen firsthand the atolls that are now Chinese military fortresses. Thankfully,  has confronted China’s territorial aggression with bold action. "
Perdue,sendavidperdue,right,"5 years ago today, Gen. Sec. Xi stood next to Pres. Obama at the White House and pledged not to militarize the South China Sea. By that point, years of Biden/Obama’s appeasement policy had already given China the green light to create its maritime empire. "
Perdue,sendavidperdue,right,"I’m delighted to welcome President  back to ! From opportunity zones, to HBCU funding, to justice reform, the President has fulfilled his promises to the people of our state."
Perdue,sendavidperdue,right,"Senate Democrats want to pack  with activist justices who will reinterpret the Constitution to fit their radical, socialist agenda.I’m sponsoring a constitutional amendment to keep SCOTUS at 9 justices and prevent our country from going down this dangerous path."
Perdue,sendavidperdue,right,"Democrats want to add seats to the Supreme Court and pack it with activist judges. Just look at what they’re saying! SCHUMER: “Nothing is off the table”NADLER: “Immediately move to expand the Supreme Court”KENNEDY: “If he holds a vote in 2020, we pack the court in 2021”"
Perdue,sendavidperdue,right," has taken a strong stance against human trafficking, and our efforts are making a real difference. Thanks  and AG Barr for visiting Atlanta to make this significant announcement.  "
Perdue,sendavidperdue,right, are a powerful vehicle for bringing economic growth and job creation to communities that need it most. Read my op-ed w/ : 
Perdue,sendavidperdue,right,"House Democrats’ latest government funding bill leaves out Georgia’s . We need to make sure rural America is not left behind. Once again, Democrats are putting their own political interests ahead of what’s best for the American people."
Hirono,maziehirono,left,"Senate Republicans just voted to block much-needed legislation to fund COVID testing, treatment, and vaccines.Where have they been the past two years?"
Hirono,maziehirono,left,"The so-called Judicial Crisis Network is at the center of the right wing’s attempt to capture our courts. As this report shows, the real crisis is the millions in dark money JCN has spent to pack our courts with far-right judges &amp; undermine the integrity of our judiciary. "
Hirono,maziehirono,left,"Feeding our kids should be a right, not a privilege. That's why I introduced a bill with  to extend the flexibilities schools need to keep students fed, and why I'm fighting to make school meals permanently free for everyone. "
Hirono,maziehirono,left,"Judge Jackson is exactly the kind of judge and individual we need on the U.S. Supreme Court. The Court will be better off with the addition of her experience, evenhandedness, integrity, and humanity."
Hirono,maziehirono,left,"Edith Kanaka'ole was a prominent leader in the revitalization of Hawaiian language and culture—notably as a renowned kumu hula. I urged the  and  to honor her life and legacy through the American Women Quarters Program, which will happen in 2023. "
Hirono,maziehirono,left,"Despite the progress we’ve made, trans people, particularly trans people of color, continue to face discrimination and attacks.This  and always, I stand in solidarity with all trans people and will keep fighting for their freedom to live authentically."
Hirono,maziehirono,left,"With the highest energy costs of any state, it's always been a burden for families with low incomes in Hawaii to keep their homes comfortable &amp; safe.But some relief is on the way. Hawaii will receive $3.6 million to help families lower their energy costs &amp; reduce emissions. "
Hirono,maziehirono,left,"Over decades of conflict, millions of service members have been exposed to burn pits &amp; other toxic materials. We have an obligation to make sure they get the care they need. As a member of , I'm working to find a solution as quickly as possible."
Hirono,maziehirono,left,"I was moved by Judge Jackson's story of a Black woman at Harvard who inspired her with one word: Persevere. On the Supreme Court, she will be a powerful example of perseverance for all Americans, especially Black women and girls.I look forward to voting yes on her nomination. "
Hirono,maziehirono,left,"More than 100 years after the first federal antilynching bill was introduced, we are finally taking a long-overdue step and recognizing lynching as a federal hate crime.Thank you,  and , for your leadership on this important issue. "
Hirono,maziehirono,left,"It would be a glaring conflict of interest for Justice Thomas to decide a case in which his wife is involved.We're calling for him to recuse himself from any cases related to January 6th, and for SCOTUS to finally adopt a code of ethics for its justices."
Hirono,maziehirono,left,"At the start of the pandemic, amid school closures &amp; widespread layoffs, Congress created child nutrition waivers to keep children fed.Now the waivers are at risk of expiring, which is why I led the Hawaii delegation in urging  to extend them &amp; keep kids from going hungry. "
Hirono,maziehirono,left,"The Senate just passed my bill with , , and  to expand veterans’ access to high-quality breast cancer screening and care.  The MAMMO for Veterans Act will help save lives, and I'm pleased it's one step closer to becoming law. "
Hirono,maziehirono,left,"As the first woman to serve as U.S. Secretary of State, Madeleine Albright proudly represented our country as a champion of human rights and democracy. Today, we mourn the loss of this iconic trailblazer and we celebrate the immeasurable contributions she made around the world."
Hirono,maziehirono,left,"Access to broadband is essential for small businesses in Hawaii to remain competitive.Today, I'm introducing legislation with my colleagues to give  the tools they need to prioritize broadband access for small businesses in Hawaii and across America. "
Hirono,maziehirono,left,"Instead of perpetuating these unfounded and misleading attacks, let’s work together to crack down on these heinous crimes, starting by passing the EARN It Act to hold platforms liable for spreading child sexual exploitation material."
Hirono,maziehirono,left,"Republicans’ continuing attempts to portray Judge Jackson as an extremist judge is falling flat. Her sentences for child sexual exploitation offenders are well within the mainstream. In fact, they are on par with the Judges Republicans have praised."
Hirono,maziehirono,left,"Judge Jackson is exceptionally qualified, fair and impartial and has issued nearly 600 opinions that demonstrate a clear, even-handed approach to the law.It's no surprise that there is broad bipartisan consensus that she is eminently qualified to serve on the Supreme Court."
Hirono,maziehirono,left,"Native plants are an important piece of Hawaii’s history, culture, and environment.I introduced a resolution with  to designate April as National Native Plants Month and encourage all Americans to protect native plants in their communities. "
Hirono,maziehirono,left,"A lot of my Republican colleagues have asked Judge Jackson about dark money today.I believe dark money—on the right or left—is bad for our democracy.And I welcome these Republicans, who claim to care about this issue, to vote for the DISCLOSE Act."
Hirono,maziehirono,left,And it’s about time that Black women and girls across the country can finally see someone who looks like them sitting on the highest court making decisions that will impact their lives.
Hirono,maziehirono,left,"Let's be clear: Judge Jackson's nomination isn't about filling some quota - it's about time.It's about time we had a highly qualified, highly accomplished Black woman on the Supreme Court.It’s about time our highest court better reflects the country it serves. "
Hirono,maziehirono,left,"With the personal and professional diversity Judge Ketanji Brown Jackson brings, she will expand the experience and knowledge of the Court and the decisions the Court makes will be better as a result."
Hirono,maziehirono,left,Judge Jackson’s life and career have more than prepared her to serve our nation on the highest Court. I’ve enjoyed reviewing her record and getting to know her—and now the American people will get to know her over the course of this week.
Hirono,maziehirono,left,I considered Rep. Don Young a friend and always appreciated working with him to better support Native communities.  My deepest sympathies to his wife and ohana.
